Routes Data:
           route_id  agency_id route_short_name route_long_name  route_type
5228    1-S7-W-j25-1   TA+low20     98.TA.1-S7-W-j25-1.14.H    1-S7-W-j25-1.14.H                 Flughafen Wien Bahnhof         S 27345             0       NaN
5229    1-S7-W-j25-1   TA+low20     99.TA.1-S7-W-j25-1.14.H    1-S7-W-j25-1.14.H                 Flughafen Wien Bahnhof         S 27305             0       NaN
5230   1-S80-W-j25-1   TA+aww20      1.TA.1-S80-W-j25-1.1.R    1-S80-W-j25-1.1.R                         Wien Simmering         S 25076             1       NaN
5231   1-S80-W-j25-1         TA     10.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25068             1       NaN
5232   1-S80-W-j25-1         TA    100.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25007             0       NaN
5233   1-S80-W-j25-1         TA    101.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25011             0       NaN
5234   1-S80-W-j25-1         TA    102.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25015             0       NaN
5235   1-S80-W-j25-1   TA+kow20    103.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25081             0       NaN
5236   1-S80-W-j25-1         TA     11.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25074             1       NaN
5237   1-S80-W-j25-1         TA     12.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25070             1       NaN
5238   1-S80-W-j25-1         TA     13.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25072             1       NaN
5239   1-S80-W-j25-1         TA     14.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25064             1       NaN
5240   1-S80-W-j25-1         TA     15.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25062             1       NaN
5241   1-S80-W-j25-1         TA     16.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25016             1       NaN
5242   1-S80-W-j25-1         TA     17.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25024             1       NaN
5243   1-S80-W-j25-1   TA+low20     18.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25084             1       NaN
5244   1-S80-W-j25-1   TA+low20     19.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25082             1       NaN
5245   1-S80-W-j25-1   TA+kow20      2.TA.1-S80-W-j25-1.2.R    1-S80-W-j25-1.2.R                       Wien Aspern Nord         S 25406             1       NaN
5246   1-S80-W-j25-1         TA     20.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25028             1       NaN
5247   1-S80-W-j25-1         TA     21.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25078             1       NaN
5248   1-S80-W-j25-1         TA     22.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25048             1       NaN
5249   1-S80-W-j25-1         TA     23.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25060             1       NaN
5250   1-S80-W-j25-1         TA     24.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25026             1       NaN
5251   1-S80-W-j25-1         TA     25.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25012             1       NaN
5252   1-S80-W-j25-1         TA     26.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25014             1       NaN
5253   1-S80-W-j25-1         TA     27.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25002             1       NaN
5254   1-S80-W-j25-1   TA+mow20     28.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25076             1       NaN
5255   1-S80-W-j25-1         TA     29.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25018             1       NaN
5256   1-S80-W-j25-1   TA+kow20      3.TA.1-S80-W-j25-1.2.R    1-S80-W-j25-1.2.R                       Wien Aspern Nord         S 25410             1       NaN
5257   1-S80-W-j25-1         TA     30.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25046             1       NaN
5258   1-S80-W-j25-1         TA     31.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25044             1       NaN
5259   1-S80-W-j25-1         TA     32.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25050             1       NaN
5260   1-S80-W-j25-1   TA+low20     33.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25094             1       NaN
5261   1-S80-W-j25-1         TA     34.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25052             1       NaN
5262   1-S80-W-j25-1         TA     35.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25042             1       NaN
5263   1-S80-W-j25-1         TA     36.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25040             1       NaN
5264   1-S80-W-j25-1         TA     37.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25056             1       NaN
5265   1-S80-W-j25-1         TA     38.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25036             1       NaN
5266   1-S80-W-j25-1   TA+low20     39.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25090             1       NaN
5267   1-S80-W-j25-1         TA      4.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25058             1       NaN
5268   1-S80-W-j25-1         TA     40.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25054             1       NaN
5269   1-S80-W-j25-1         TA     41.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25066             1       NaN
5270   1-S80-W-j25-1         TA     42.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25032             1       NaN
5271   1-S80-W-j25-1   TA+low20     43.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25088             1       NaN
5272   1-S80-W-j25-1   TA+low20     44.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25086             1       NaN
5273   1-S80-W-j25-1         TA     45.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25038             1       NaN
5274   1-S80-W-j25-1         TA     46.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25000             1       NaN
5275   1-S80-W-j25-1         TA     47.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25030             1       NaN
5276   1-S80-W-j25-1         TA     48.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25022             1       NaN
5277   1-S80-W-j25-1         TA     49.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25020             1       NaN
5278   1-S80-W-j25-1         TA      5.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25010             1       NaN
5279   1-S80-W-j25-1         TA     50.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25034             1       NaN
5280   1-S80-W-j25-1   TA+low20     51.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25080             1       NaN
5281   1-S80-W-j25-1   TA+kow20     52.TA.1-S80-W-j25-1.4.H    1-S80-W-j25-1.4.H                      Wien Hauptbahnhof         S 25415             0       NaN
5282   1-S80-W-j25-1   TA+kow20     53.TA.1-S80-W-j25-1.4.H    1-S80-W-j25-1.4.H                      Wien Hauptbahnhof         S 25411             0       NaN
5283   1-S80-W-j25-1   TA+aww20     54.TA.1-S80-W-j25-1.4.H    1-S80-W-j25-1.4.H                      Wien Hauptbahnhof         S 25077             0       NaN
5284   1-S80-W-j25-1   TA+low20     55.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25089             0       NaN
5285   1-S80-W-j25-1   TA+low20     56.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25097             0       NaN
5286   1-S80-W-j25-1   TA+low20     57.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25085             0       NaN
5287   1-S80-W-j25-1   TA+low20     58.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25087             0       NaN
5288   1-S80-W-j25-1   TA+low20     59.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25095             0       NaN
5289   1-S80-W-j25-1         TA      6.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25008             1       NaN
5290   1-S80-W-j25-1   TA+low20     60.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25091             0       NaN
5291   1-S80-W-j25-1   TA+low20     61.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25093             0       NaN
5292   1-S80-W-j25-1   TA+low20     62.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25083             0       NaN
5293   1-S80-W-j25-1         TA     63.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25053             0       NaN
5294   1-S80-W-j25-1         TA     64.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25033             0       NaN
5295   1-S80-W-j25-1         TA     65.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25057             0       NaN
5296   1-S80-W-j25-1         TA     66.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25001             0       NaN
5297   1-S80-W-j25-1         TA     67.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25045             0       NaN
5298   1-S80-W-j25-1         TA     68.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25041             0       NaN
5299   1-S80-W-j25-1         TA     69.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25037             0       NaN
5300   1-S80-W-j25-1         TA      7.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25006             1       NaN
5301   1-S80-W-j25-1         TA     70.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25069             0       NaN
5302   1-S80-W-j25-1         TA     71.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25021             0       NaN
5303   1-S80-W-j25-1         TA     72.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25065             0       NaN
5304   1-S80-W-j25-1         TA     73.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25061             0       NaN
5305   1-S80-W-j25-1   TA+mow20     74.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25077             0       NaN
5306   1-S80-W-j25-1         TA     75.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25073             0       NaN
5307   1-S80-W-j25-1         TA     76.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25029             0       NaN
5308   1-S80-W-j25-1         TA     77.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25049             0       NaN
5309   1-S80-W-j25-1         TA     78.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25025             0       NaN
5310   1-S80-W-j25-1         TA     79.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25005             0       NaN
5311   1-S80-W-j25-1         TA      8.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25004             1       NaN
5312   1-S80-W-j25-1         TA     80.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25013             0       NaN
5313   1-S80-W-j25-1         TA     81.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25017             0       NaN
5314   1-S80-W-j25-1         TA     82.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25009             0       NaN
5315   1-S80-W-j25-1         TA     83.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25035             0       NaN
5316   1-S80-W-j25-1         TA     84.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25071             0       NaN
5317   1-S80-W-j25-1         TA     85.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25031             0       NaN
5318   1-S80-W-j25-1         TA     86.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25039             0       NaN
5319   1-S80-W-j25-1         TA     87.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25055             0       NaN
5320   1-S80-W-j25-1         TA     88.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25051             0       NaN
5321   1-S80-W-j25-1         TA     89.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25043             0       NaN
5322   1-S80-W-j25-1   TA+low20      9.TA.1-S80-W-j25-1.3.R    1-S80-W-j25-1.3.R                       Wien Aspern Nord         S 25092             1       NaN
5323   1-S80-W-j25-1         TA     90.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25059             0       NaN
5324   1-S80-W-j25-1         TA     91.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25047             0       NaN
5325   1-S80-W-j25-1         TA     92.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25003             0       NaN
5326   1-S80-W-j25-1         TA     93.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25023             0       NaN
5327   1-S80-W-j25-1         TA     94.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25019             0       NaN
5328   1-S80-W-j25-1         TA     95.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25063             0       NaN
5329   1-S80-W-j25-1         TA     96.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25027             0       NaN
5330   1-S80-W-j25-1   TA+low20     97.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25079             0       NaN
5331   1-S80-W-j25-1         TA     98.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25067             0       NaN
5332   1-S80-W-j25-1         TA     99.TA.1-S80-W-j25-1.5.H    1-S80-W-j25-1.5.H                        Wien Hütteldorf         S 25075             0       NaN
5333    1-S8-M-j25-1   TA+kow20       1.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4552             1     364.0
5334    1-S8-M-j25-1   TA+kow20      10.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4586             1     371.0
5335    1-S8-M-j25-1   TA+kow20      11.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4588             1     372.0
5336    1-S8-M-j25-1   TA+kow20      12.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4572             1     373.0
5337    1-S8-M-j25-1   TA+kow20      13.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4556             1     374.0
5338    1-S8-M-j25-1   TA+kow20      14.TA.1-S8-M-j25-1.2.R     1-S8-M-j25-1.2.R                             Kapfenberg          S 4491             1     375.0
5339    1-S8-M-j25-1         TA      15.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4570             1       NaN
5340    1-S8-M-j25-1         TA      16.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4576             1       NaN
5341    1-S8-M-j25-1         TA      17.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1704             1     376.0
5342    1-S8-M-j25-1         TA      18.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1706             1     377.0
5343    1-S8-M-j25-1   TA+qow20      19.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1716             1     378.0
5344    1-S8-M-j25-1   TA+kow20       2.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4566             1     365.0
5345    1-S8-M-j25-1         TA      20.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1718             1       NaN
5346    1-S8-M-j25-1         TA      21.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1714             1     379.0
5347    1-S8-M-j25-1         TA      22.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4558             1       NaN
5348    1-S8-M-j25-1         TA      23.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1712             1     380.0
5349    1-S8-M-j25-1         TA      24.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4590             1       NaN
5350    1-S8-M-j25-1         TA      25.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4584             1       NaN
5351    1-S8-M-j25-1         TA      26.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4564             1       NaN
5352    1-S8-M-j25-1         TA      27.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1710             1     381.0
5353    1-S8-M-j25-1         TA      28.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1708             1     382.0
5354    1-S8-M-j25-1   TA+2vw20      29.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1716             1       NaN
5355    1-S8-M-j25-1   TA+kow20       3.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4562             1     366.0
5356    1-S8-M-j25-1   TA+kow20      30.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 1702             1     383.0
5357    1-S8-M-j25-1   TA+qow20      31.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4544             1       NaN
5358    1-S8-M-j25-1   TA+kow20      32.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4542             1       NaN
5359    1-S8-M-j25-1   TA+5vw20      33.TA.1-S8-M-j25-1.3.R     1-S8-M-j25-1.3.R                       Bruck an der Mur          S 4540             1       NaN
5360    1-S8-M-j25-1   TA+kow20      34.TA.1-S8-M-j25-1.4.R     1-S8-M-j25-1.4.R                             Kapfenberg          S 4540             1       NaN
5361    1-S8-M-j25-1   TA+kow20      35.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4545             0       NaN
5362    1-S8-M-j25-1   TA+kow20      36.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4010             0       NaN
5363    1-S8-M-j25-1   TA+kow20      37.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4565             0       NaN
5364    1-S8-M-j25-1   TA+kow20      38.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4561             0     384.0
5365    1-S8-M-j25-1   TA+kow20      39.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4571             0     385.0
5366    1-S8-M-j25-1   TA+kow20       4.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4560             1     367.0
5367    1-S8-M-j25-1   TA+kow20      40.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4583             0     386.0
5368    1-S8-M-j25-1   TA+kow20      41.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4577             0     387.0
5369    1-S8-M-j25-1   TA+kow20      42.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4549             0     388.0
5370    1-S8-M-j25-1   TA+kow20      43.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4575             0     389.0
5371    1-S8-M-j25-1   TA+kow20      44.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4569             0     390.0
5372    1-S8-M-j25-1   TA+kow20      45.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4555             0     391.0
5373    1-S8-M-j25-1   TA+kow20      46.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4557             0     392.0
5374    1-S8-M-j25-1   TA+kow20      47.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4581             0     393.0
5375    1-S8-M-j25-1   TA+kow20      48.TA.1-S8-M-j25-1.5.H     1-S8-M-j25-1.5.H                    Leoben Hauptbahnhof          S 4551             0     394.0
5376    1-S8-M-j25-1   TA+5vw20      49.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4541             0       NaN
5377    1-S8-M-j25-1   TA+kow20       5.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4568             1     368.0
5378    1-S8-M-j25-1   TA+kow20      50.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4541             0     395.0
5379    1-S8-M-j25-1   TA+kow20      51.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4543             0       NaN
5380    1-S8-M-j25-1         TA      52.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4585             0       NaN
5381    1-S8-M-j25-1   TA+kow20      53.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4563             0     396.0
5382    1-S8-M-j25-1   TA+qow20      54.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1717             0     397.0
5383    1-S8-M-j25-1         TA      55.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1713             0     398.0
5384    1-S8-M-j25-1         TA      56.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4553             0       NaN
5385    1-S8-M-j25-1   TA+2vw20      57.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1705             0     399.0
5386    1-S8-M-j25-1         TA      58.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4559             0       NaN
5387    1-S8-M-j25-1         TA      59.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1707             0     400.0
5388    1-S8-M-j25-1   TA+kow20       6.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4546             1     369.0
5389    1-S8-M-j25-1         TA      60.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4547             0       NaN
5390    1-S8-M-j25-1   TA+2vw20      61.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1717             0       NaN
5391    1-S8-M-j25-1         TA      62.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1709             0     401.0
5392    1-S8-M-j25-1   TA+2vw20      63.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1719             0     402.0
5393    1-S8-M-j25-1         TA      64.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4579             0       NaN
5394    1-S8-M-j25-1   TA+qow20      65.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1719             0     403.0
5395    1-S8-M-j25-1         TA      66.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1711             0     404.0
5396    1-S8-M-j25-1         TA      67.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1715             0     405.0
5397    1-S8-M-j25-1   TA+qow20      68.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1705             0     406.0
5398    1-S8-M-j25-1         TA      69.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4567             0       NaN
5399    1-S8-M-j25-1   TA+kow20       7.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4574             1     370.0
5400    1-S8-M-j25-1         TA      70.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 4573             0       NaN
5401    1-S8-M-j25-1   TA+kow20      71.TA.1-S8-M-j25-1.6.H     1-S8-M-j25-1.6.H                               Unzmarkt          S 1701             0       NaN
5402    1-S8-M-j25-1   TA+kow20       8.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4580             1       NaN
5403    1-S8-M-j25-1   TA+kow20       9.TA.1-S8-M-j25-1.1.R     1-S8-M-j25-1.1.R                             Kapfenberg          S 4578             1       NaN
